0.3041,0.0006664
0.3431,0.0006674
0.3544,0.0006706
0.3641,0.0006861
0.372,0.0007137
0.3816,0.0007402
0.3928,0.0007667
0.404,0.0007932
0.4184,0.0008186
0.4328,0.0008451
0.4473,0.0008705
0.4683,0.0008936
0.4909,0.0009156
0.5217,0.0009299
0.5623,0.0009341
0.5997,0.0009251
0.634,0.0009128
0.6682,0.0009005
0.7057,0.0008892
0.7431,0.0008824
0.7822,0.0008756
0.8001,0.0008706
0.8181,0.0008633
0.8475,0.0008466
0.8769,0.0008276
0.9079,0.0008109
