401.41,0.004899
408.28,0.004494
415.94,0.004089
423.61,0.003598
429.26,0.003395
437.31,0.003365
447.77,0.003708
456.62,0.003966
464.67,0.004137
471.5,0.004367
478.34,0.004538
484.37,0.004768
490.02,0.004622
496.86,0.004736
502.87,0.005427
506.47,0.006031
509.26,0.006723
512.05,0.007385
513.63,0.008163
516.42,0.008969
518.4,0.009631
522,0.010409
524.38,0.011186
525.16,0.011849
529.16,0.012569
533.55,0.013461
536.35,0.014008
538.33,0.0147
543.94,0.015419
549.56,0.015994
555.98,0.016598
562.04,0.015992
564.49,0.015156
568.14,0.014636
570.98,0.013973
574.23,0.013309
577.08,0.012588
578.7,0.012185
581.54,0.011694
586.79,0.011405
592.84,0.011231
596.47,0.011057
600.5,0.010826
607.76,0.010536
615.43,0.010218
620.67,0.009986
625.12,0.009409
627.56,0.008948
631.2,0.008601
637.66,0.007995
640.91,0.007331
645.77,0.006783
651.03,0.006205
655.47,0.005715
660.33,0.005051
665.59,0.004445
670.85,0.004011
676.07,0.004385
679.27,0.004903
680.04,0.00571
683.24,0.006314
683.61,0.007035
687.6,0.007841
689.18,0.008648
689.56,0.009339
690.73,0.010088
691.11,0.010722
692.29,0.011442
692.66,0.012163
693.43,0.013085
694.2,0.013978
694.57,0.0149
696.53,0.015602
696.55,0.01562
698.88,0.017839
698.91,0.017863
