3.041e-7,666.4000000000001
3.431e-7,667.4
3.544e-7,670.6
3.641e-7,686.1
3.72e-7,713.6999999999999
3.816e-7,740.2
3.9279999999999997e-7,766.7
4.04e-7,793.1999999999999
4.184e-7,818.5999999999999
4.328e-7,845.1
4.4729999999999994e-7,870.5
4.683e-7,893.6
4.908999999999999e-7,915.6
5.217e-7,929.9
5.623e-7,934.1
5.997e-7,925.1
6.34e-7,912.8
6.682e-7,900.5
7.057e-7,889.2
7.430999999999999e-7,882.4
7.822e-7,875.6
8.001e-7,870.6
8.181000000000001e-7,863.3
8.475e-7,846.6
8.769e-7,827.5999999999999
9.079e-7,810.9
