0.38,0.9579
1.738,0.7546
3.878,0.5326
5.997,0.3927
7.993,0.3232
9.984,0.238
11.845,0.2086
17.824,0.1184
19.84,0.1075
21.803,0.0869
23.872,0.0849
25.985,0.0701
27.902,0.0592
