300.73,0.0442
301.03,0.0581
301.63,0.0682
302.69,0.0791
303.45,0.093
304.82,0.1008
305.27,0.1155
307.42,0.0953
309.09,0.1055
309.1,0.1054
312.01,0.0977
313.07,0.107
314.91,0.1008
317.2,0.1062
321.33,0.1054
324.25,0.0992
328.38,0.0977
330.36,0.0992
335.42,0.093
342.46,0.0884
349.8,0.0837
356.84,0.0791
359.45,0.0729
360.66,0.0806
364.19,0.0744
371.53,0.0713
378.88,0.0667
385.92,0.0636
391.27,0.062
393.26,0.062
397.09,0.0589
400.6,0.0605
403.51,0.0566
410.4,0.0543
414.22,0.0543
417.28,0.0504
421.11,0.0512
425.54,0.0527
429.98,0.0527
432.43,0.0473
437.78,0.0465
444.67,0.0481
450.02,0.0481
455.53,0.0442
460.27,0.045
464.56,0.0442
467.92,0.045
472.51,0.0426
475.57,0.045
478.17,0.0457
480.76,0.0527
482.9,0.0543
485.51,0.0504
488.1,0.0589
489.63,0.062
496.97,0.0667
499.57,0.0636
502.02,0.0612
504.62,0.0636
507.68,0.0628
511.96,0.0667
516.25,0.0581
519.3,0.0636
520.83,0.0674
523.89,0.0682
526.64,0.0636
533.98,0.0651
541.33,0.0636
548.98,0.0636
556.63,0.062
564.27,0.0605
571.62,0.0558
579.27,0.0558
586.92,0.0558
594.26,0.0527
601.91,0.0527
609.56,0.0527
617.21,0.0481
624.55,0.0481
628.99,0.0434
631.9,0.045
635.26,0.0473
639.54,0.045
647.19,0.045
654.84,0.045
662.49,0.045
670.14,0.045
677.79,0.045
679.16,0.045
683.45,0.045
685.43,0.045
687.42,0.045
691.71,0.0442
692.78,0.0465
694.61,0.0419
695.99,0.0465
698.74,0.0481
